# normalize enrichment scores by using the entire data set
# as indicated by Barbie et al., 2009, online methods, pg. 2
Term|NES	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1
HALLMARK_ADIPOGENESIS	0.8550668571892377	0.8564491183712823	0.860472560393556	0.8544755223568612
HALLMARK_ALLOGRAFT_REJECTION	0.3247250461812044	0.3212129407657635	0.3348172890731298	0.3200880737997524
HALLMARK_ANDROGEN_RESPONSE	0.8249245129791839	0.8239290505723276	0.8266999730680505	0.8216363184825902
HALLMARK_ANGIOGENESIS	0.48311220068807664	0.49800553673581316	0.4976211470673364	0.4868122919800607
HALLMARK_APICAL_JUNCTION	0.5940440000889536	0.5942175422034197	0.6007622529662976	0.5905601051927171
HALLMARK_APICAL_SURFACE	0.46658162820745563	0.46799684611396436	0.46508193108302226	0.4522460236356727
HALLMARK_APOPTOSIS	0.7126437593534426	0.7109098353942324	0.7163450707666952	0.6975667555302879
HALLMARK_BILE_ACID_METABOLISM	0.49554173538677837	0.49498211459844293	0.48254847226577635	0.48478655428539785
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.8674778211914876	0.8717713699500181	0.875425472449293	0.8615114105006797
HALLMARK_COAGULATION	0.34342512803061	0.34442290301743844	0.35431238192987125	0.3380196567484092
HALLMARK_COMPLEMENT	0.4767429803424339	0.4796328765578502	0.46926731380949016	0.4711314973099414
HALLMARK_DNA_REPAIR	0.9934096526203209	0.9915530847185137	0.9949258678729788	0.9955157500705625
HALLMARK_E2F_TARGETS	1.093648666960889	1.0946251448328457	1.0923299295673663	1.0928553472130267
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.506173927404756	0.5113962394513292	0.5180883317777734	0.5149111731785839
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.6265943315838935	0.6218001906436429	0.6285324326962503	0.6224253609001403
HALLMARK_ESTROGEN_RESPONSE_LATE	0.6215584492129275	0.6211774408345865	0.6248085623304873	0.6187403882306404
HALLMARK_FATTY_ACID_METABOLISM	0.7955486237850272	0.7964940383765909	0.7990856175396208	0.7971725006334384
HALLMARK_G2M_CHECKPOINT	1.0426160609046085	1.045358059502473	1.041960084655642	1.0437568616273483
HALLMARK_GLYCOLYSIS	0.8092186513994347	0.8068282378592042	0.8066546134866024	0.8040928661428038
HALLMARK_HEDGEHOG_SIGNALING	0.617606624738389	0.626030667966613	0.6136305136947904	0.61761123289323
HALLMARK_HEME_METABOLISM	0.7123121438090348	0.7209855286145299	0.7234288885946046	0.7160066641258414
HALLMARK_HYPOXIA	0.683713644930294	0.6755528637176926	0.6790686850982509	0.6679868094819151
HALLMARK_IL2_STAT5_SIGNALING	0.5661650099528821	0.5675248686678208	0.5674271332981173	0.5665809606800686
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4056906777495783	0.3990972002665518	0.4020529304297932	0.3966458542983429
HALLMARK_INFLAMMATORY_RESPONSE	0.32349596072364906	0.31414826205280794	0.31326597981699195	0.3083462214118088
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5026455877427675	0.5133314825143306	0.49413984720011245	0.5141900990735387
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.4435030521733155	0.4465071058596865	0.43036879694197366	0.4387206732778487
HALLMARK_KRAS_SIGNALING_DN	0.2224726057659941	0.21629199062928461	0.2036392942640184	0.2151917668528543
HALLMARK_KRAS_SIGNALING_UP	0.35359035888656837	0.3664583896185579	0.3717764037390476	0.3542976368881047
HALLMARK_MITOTIC_SPINDLE	0.9018186485488494	0.905198798245847	0.9019242429741592	0.8991805041673946
HALLMARK_MTORC1_SIGNALING	1.0239831054962516	1.0258974494390687	1.0249033022785563	1.026742971278815
HALLMARK_MYC_TARGETS_V1	1.202082627535825	1.2019431174930275	1.2011568910647636	1.2036392942640184
HALLMARK_MYC_TARGETS_V2	1.052143717279142	1.0433977519189366	1.0466839098485865	1.0481690114355198
HALLMARK_MYOGENESIS	0.4928621386278062	0.4970840154249154	0.49801174477601423	0.4894171348620947
HALLMARK_NOTCH_SIGNALING	0.6948005871537147	0.7046414987531162	0.6995802004851814	0.6953465011084538
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.1099493501370492	1.111399476782439	1.11054441298208	1.1100830081723323
HALLMARK_P53_PATHWAY	0.77763511572859	0.7732478125307408	0.7783127075336719	0.7698281475969977
HALLMARK_PANCREAS_BETA_CELLS	0.30378947394354894	0.3011199317626861	0.31751677382405596	0.2810117421955721
HALLMARK_PEROXISOME	0.7578890274087833	0.7525686406827252	0.751035365425057	0.752200227354018
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.8228536318591806	0.8237285917677967	0.8283425824045781	0.8291146699459709
HALLMARK_PROTEIN_SECRETION	0.9508760494529651	0.9567172005595876	0.9529023906972164	0.9545536143199418
