"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TINCR",76.550424936327,-0.630741361606898,0.234355561623973,-2.69138635855773,0.00711557360139665,0.0270172996383587
"MARK3",3582.44644172831,-0.182027539462829,0.0676416308756153,-2.69105781611853,0.00712258499535573,0.0270344096446882
"RDH11",3347.69766364917,0.173672815557893,0.0645376081438501,2.69103272576802,0.00712312070104966,0.0270344096446882
"JPH3",984.691454653096,0.213294959236434,0.0792713655501984,2.69069364146837,0.00713036406033704,0.027056125342905
"ECD",1066.0492241441,-0.259921883100631,0.0966302764028109,-2.68985966693427,0.00714820717065787,0.0271064772236015
"IER5L",171.337343753927,0.432554515687577,0.1608029670396,2.68996601027302,0.00714592969875062,0.0271064772236015
"RACK1",97176.5742923192,0.128287788465799,0.0476931069673548,2.6898601626774,0.00714819655220454,0.0271064772236015
"STAM2",798.205213403481,-0.325612478303675,0.121083650597222,-2.68915313254641,0.0071633550162147,0.0271581269815168
"AHI1",1349.15731328736,-0.225079430241398,0.0837046953223049,-2.6889701870932,0.00716728199506315,0.0271672225867018
"ADAM19",371.16151389942,0.24778426467133,0.0921621268062683,2.68856929910256,0.00717589393311779,0.0271940686327296
"MEIS1",489.833903188906,-0.297332616877214,0.110596468636812,-2.68844584770264,0.00717854780515826,0.0271983291121924
"C14orf1",904.401928078302,0.170382779820316,0.0633820763021027,2.68818552122224,0.00718414700998496,0.0272137447772779
"HIF1A",2940.63395757372,-0.182920542451321,0.0680597833889153,-2.68764508705611,0.00719578339943944,0.0272520180245863
"ZSCAN25",952.624988283305,-0.388061570080537,0.144412655205365,-2.68717149150596,0.00720599455430077,0.0272848784433607
"CD276",3609.89568696167,0.168367616041679,0.0626656153511615,2.68676235122229,0.0072148264630846,0.0273008787699739
"IGSF10",30.1691151589982,1.1100718972691,0.413157689117005,2.68679955985215,0.00721402285740952,0.0273008787699739
"RP11-435I10.4",155.193926871996,-0.686421814637298,0.255472597972644,-2.68687060798121,0.00721248863330162,0.0273008787699739
"CLVS2",161.23973811929,0.566851287129883,0.210994284817093,2.6865717600895,0.00721894397546704,0.0273106474101658
"NUDC",4486.3981557878,-0.135980153412465,0.0506169169789428,-2.68645665379095,0.00722143174215456,0.0273142475658903
"IMP4",1978.34684069467,0.15510420040272,0.0577449015477343,2.68602415530148,0.00723078611365432,0.0273438128215414
"MRPL4",3395.39100556415,0.160226824875106,0.0596541965322017,2.68592712984768,0.00723288613902907,0.0273459384303797
"LIN7A",670.821035908154,0.267694772816194,0.0996820084254268,2.6854873516765,0.00724241159174639,0.0273761310614036
"KLLN",56.947187767316,-0.666500628872672,0.248204471663677,-2.68528856231001,0.00724672099837773,0.0273865985275567
"IGF1R",4159.79881871595,0.241533260122532,0.0899538547417295,2.68507959793395,0.00725125346216741,0.0273979043371863
"OXGR1",41.6952361392657,0.952350825814038,0.354712505077923,2.68485269670666,0.00725617785928885,0.0274106858967527
"ARFIP1",1047.90209566945,-0.27046441804896,0.100755153940332,-2.68437303176699,0.00726659782149476,0.0274442174732367
"RP11-452G18.2",46.6544927010093,0.829511512183798,0.309040252359005,2.68415362028689,0.0072713686631145,0.0274564039496366
"SLC6A4",115.874189495661,-0.434100981854071,0.161760754262038,-2.68359889785669,0.00728344298093526,0.0274961570369448
"AACSP1",7.6569863341525,-1.75509298148592,0.654060134963041,-2.68338167649539,0.00728817601065716,0.0275081845989164
"LAMA2",27.213884343843,1.61906256591648,0.603416434222633,2.6831595463625,0.00729301885134407,0.0275206214337328
"ASAP1",1955.4131067942,-0.257428615130121,0.0959550291572523,-2.68280482420826,0.00730075842649072,0.0275439816637877
"NUDCD3",2492.66494676494,-0.119569398530864,0.0445950235523897,-2.68122738830703,0.0073352653523284,0.027663739165578
"TSEN15",2027.6804619976,0.234608909202158,0.0875010813390987,2.68121154175184,0.00733561274201114,0.027663739165578
"ECT2L",23.6743097921915,-1.05207860993338,0.392457169576855,-2.68074758595371,0.00734579016950272,0.0276962457599508
"NEURL3",14.4112617735029,1.19920742049926,0.447408349789571,2.68034206572872,0.00735469611562291,0.0277239456501783
"DDX41",2516.20984130121,-0.159847533634771,0.0596388440740615,-2.68025874941955,0.00735652708919161,0.0277249699391514
"RFX1",1169.86639882962,-0.388431074076646,0.144950181839136,-2.67975568673465,0.00736759117281483,0.0277607837770334
"DUT",2635.16225550916,0.243817630374039,0.0910248267599693,2.67858384413058,0.00739342194106156,0.0278522109182237
"FAM83B",83.2177825064375,0.532996962264523,0.19899324654435,2.6784675938524,0.00739598885422833,0.02785500687634
"MMP16",426.985335672966,0.327045253379356,0.122104328494422,2.67840835301998,0.0073972972538146,0.02785500687634
"RNASEH1",1041.76030103788,-0.17610410734095,0.0657559671282395,-2.67814641061405,0.00740308503181541,0.0278708987827037
"CR848007.2",15.1173280178978,-1.36965254674989,0.51147600109824,-2.67784322980741,0.00740978906887774,0.0278725321416787
"FAT4",332.937905804262,0.308168685406085,0.115079736927394,2.67787095829489,0.00740917570096971,0.0278725321416787
"GNAI3",3566.65728314352,-0.150152346951687,0.0560713585841645,-2.67787959384477,0.00740898468762013,0.0278725321416787
"IGDCC4",1297.87927793276,-0.172995927071266,0.0646021498997686,-2.67786640753709,0.00740927636286755,0.0278725321416787
"FAM200A",387.207017702057,-0.301743896282419,0.112706571739415,-2.67725201490531,0.00742287787902642,0.0279158611605264
"GLIPR1",28.0159629644931,-1.50422008785174,0.561929393961718,-2.6768845054477,0.00743102455917513,0.0279405894875646
"GRAMD1B",452.105001460066,0.306767962691448,0.114614581561928,2.6765177563877,0.0074391623770012,0.0279593629730413
"ZNF446",719.574851854156,-0.267700250743994,0.100016917312965,-2.67654970714932,0.00743845310184906,0.0279593629730413
"LARP1",16278.9196966525,0.16920775068399,0.0632291001107651,2.67610562838267,0.00744831664800266,0.0279878525608908
"EDC4",4972.61608263382,-0.174003707186268,0.0650279651616932,-2.67582887998425,0.00745446950839885,0.0279991386414956
"MFSD11",1410.58862259707,-0.23071625461001,0.0862218040365054,-2.67584582795701,0.00745409257844193,0.0279991386414956
"CBLB",573.606659737514,-0.22071517242474,0.0824960954293161,-2.67546204794447,0.00746263219572133,0.0280190961757422
"TPD52",1762.56410165403,0.160233529240797,0.0598903440878444,2.67544846638006,0.00746293456432795,0.0280190961757422
"CDC14A",460.643200168235,-0.267913220190536,0.100160788659575,-2.67483137638937,0.00747668453664519,0.0280647936977176
"BMT2",716.971665828028,-0.330124946959128,0.123429395312266,-2.67460555991496,0.00748172184472252,0.0280718497828679
"SHQ1",1068.14331768984,-0.224693385319474,0.0840079712888923,-2.67466743776949,0.00748034122730722,0.0280718497828679
"ARMC5",465.312682075256,0.254312681430251,0.0950882975107454,2.67448979619719,0.00748430537608354,0.0280756189645868
"C6orf222",6.98333501339023,-1.78812667966504,0.66865660416818,-2.67420776003476,0.00749060300545621,0.0280878821459681
"KIAA1161",736.826363579969,0.242189465919848,0.090565138467746,2.67420190613524,0.00749073376841464,0.0280878821459681
"GSG2",1643.39004281902,0.172768833744935,0.0646204813132826,2.673592493181,0.0075043578883837,0.0281330355499369
"GNAQ",2032.72622794817,-0.321360860646988,0.120211561926211,-2.67329411162836,0.00751103664723833,0.0281462049788292
"PROSER1",3612.51076956835,0.178201497353305,0.0666598517392183,2.67329573504681,0.007511000295387,0.0281462049788292
"ITGA8",644.835944272053,0.261500460365265,0.0978234703594085,2.67318731797695,0.00751342833470942,0.0281492349809246
"METTL23",1018.86516613971,0.204227697881316,0.0764012169719378,2.67309482722414,0.00751550025472763,0.0281510659425557
"FAM69C",10.3209397700263,1.5284924106566,0.572005370511106,2.67216444015349,0.00753637071956931,0.0282232956538884
"SIN3B",2810.99833707617,-0.200390523327552,0.0750016312721316,-2.67181553159112,0.00754421083317769,0.0282467072698952
"TSPYL1",6647.05664231564,0.116061416124553,0.04344646427077,2.6713661991279,0.007554318284327,0.0282785965081302
"CYB561D2",475.248662841351,-0.233261805153392,0.0873830018600682,-2.66941853893883,0.00759827018819593,0.0284371379112422
"MELK",2997.70398230537,-0.127968712835348,0.0479443669297495,-2.66910840689281,0.00760528990650024,0.0284574199973655
"KIF11",5083.5553960999,-0.208060860374737,0.0779716147702141,-2.66841800042108,0.00762093786973809,0.0285099718623633
"LHFP",537.978574993277,0.243818594502367,0.091400962977695,2.66757139705265,0.00764016540309271,0.0285758899941926
"OGDHL",726.076310688218,0.264582659427898,0.0992015748748388,2.66712156295622,0.00765039943795507,0.0286021346522874
"SRRM5",32.963445363661,-0.804266440246445,0.301547935431406,-2.6671263363015,0.00765029077659903,0.0286021346522874
"YAF2",776.84089227815,-0.342885116889936,0.128573425085098,-2.66684283056934,0.00765674695540004,0.0286198481425201
"PLEKHF2",540.950348395142,-0.282219157813379,0.10583667380466,-2.66655354583672,0.00766333977087849,0.0286384708839829
"SLC30A10",78.6295518903026,0.519281651401663,0.194764817836463,2.66619842931635,0.00767143985290141,0.0286627173827359
"ECI1",4069.83928894077,0.227182177686999,0.0852349895056562,2.66536288682154,0.00769052855744163,0.0287280017394684
"KBTBD7",521.232252187594,0.221453650581531,0.0830984145104211,2.66495638799173,0.0076998307654593,0.0287567088512144
"HNRNPH1",22840.886483129,-0.15053068449909,0.0564915967667448,-2.66465621640392,0.00770670628098738,0.0287763427934138
"MFSD8",779.128046109716,-0.209201349645925,0.0785162691523135,-2.6644331411124,0.00771181944724424,0.0287833462618492
"USP31",1462.45941981916,0.187531674899784,0.0703818990920508,2.66448728038037,0.00771057822781915,0.0287833462618492
"CREG2",109.972371148261,0.48769344882918,0.183049929379159,2.6642646106626,0.00771568439294436,0.0287917280568612
"PRRC2A",24446.1505496659,0.127095827597464,0.0477075970593213,2.6640584609497,0.00772041442973305,0.0288033338176843
"TIMM44",4076.90841764793,0.148667871200763,0.0558086038443353,2.66388802012385,0.00772432710016412,0.0288118859173523
"APBA2",1063.50081675001,0.228881090807385,0.0859337687635887,2.66345924425888,0.00773417801578954,0.0288365316206236
"TM2D3",1900.16834943599,0.144661904883521,0.0543123755460163,2.66351643486771,0.00773286343921658,0.0288365316206236
"C11orf58",5034.31876502804,-0.118001598272478,0.0443126245045358,-2.66293408688532,0.00774625858672729,0.028873904550489
"TEX261",3372.94072469549,0.145622040668812,0.0546858708215924,2.66288235847776,0.00774744944662184,0.028873904550489
"ERMP1",791.20516708727,0.177645416501687,0.066719141821029,2.66258545378496,0.00775428777922156,0.0288914383881586
"STEAP4",21.5353335069093,-1.09283274688125,0.410447906910752,-2.66253701987784,0.00775540382580739,0.0288914383881586
"GOLGA6L4",494.777856925606,-0.354151351589354,0.133024647587715,-2.66229873945601,0.00776089653934116,0.0289058444419826
"RREB1",2279.94176154159,0.170691175049336,0.0641255742512686,2.66182684587747,0.00777178466753069,0.0289403357431127
