# scale the enrichment scores by number of genes in the gene sets
# this normalization has not effects on the final NES, as indicated by Barbie et al., 2009, online methods, pg. 2
Term|ES	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1
HALLMARK_COMPLEMENT	0.11840211434135867	0.0968044298006811	0.09167865707868195	0.08850633592601438
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.009377322605885636	0.01485868461381662	0.017007833152646885	0.008908463728227402
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0642033294867004	0.0761814919022589	0.07533440648269718	0.0324083380081848
HALLMARK_GLYCOLYSIS	0.21029793553607215	0.21431465634985675	0.2252345659903024	0.20550394958122825
HALLMARK_HYPOXIA	0.09450875534837022	0.09321066747133097	0.10134398083042193	0.06868317195283032
HALLMARK_IL2_STAT5_SIGNALING	-0.050180624398991854	-0.06896211371842666	-0.03478760828986922	-0.07788448274085047
HALLMARK_KRAS_SIGNALING_DN	-0.07291561810504578	-0.05137814078505036	-0.05187374864139421	-0.09497123610603965
HALLMARK_KRAS_SIGNALING_UP	0.0392240710692473	0.011419614708094668	0.045399922366184134	0.00973289640401151
HALLMARK_P53_PATHWAY	0.11570066147610313	0.12278919517565355	0.13322326418201702	0.09861813605745735
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.03278319700878942	-0.04047952247665316	-0.030230409379521053	-0.0626917668101052
# scale the enrichment scores by number of genes in the gene sets
# this normalization has not effects on the final NES, as indicated by Barbie et al., 2009, online methods, pg. 2
Term|ES	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1
HALLMARK_COMPLEMENT	0.11840211434135867	0.0968044298006811	0.09167865707868195	0.08850633592601438
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.009377322605885636	0.01485868461381662	0.017007833152646885	0.008908463728227402
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0642033294867004	0.0761814919022589	0.07533440648269718	0.0324083380081848
HALLMARK_GLYCOLYSIS	0.21029793553607215	0.21431465634985675	0.2252345659903024	0.20550394958122825
HALLMARK_HYPOXIA	0.09450875534837022	0.09321066747133097	0.10134398083042193	0.06868317195283032
HALLMARK_IL2_STAT5_SIGNALING	-0.050180624398991854	-0.06896211371842666	-0.03478760828986922	-0.07788448274085047
HALLMARK_KRAS_SIGNALING_DN	-0.07291561810504578	-0.05137814078505036	-0.05187374864139421	-0.09497123610603965
HALLMARK_KRAS_SIGNALING_UP	0.0392240710692473	0.011419614708094668	0.045399922366184134	0.00973289640401151
HALLMARK_P53_PATHWAY	0.11570066147610313	0.12278919517565355	0.13322326418201702	0.09861813605745735
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.03278319700878942	-0.04047952247665316	-0.030230409379521053	-0.0626917668101052
