# normalize enrichment scores by using the entire data set
# as indicated by Barbie et al., 2009, online methods, pg. 2
Term|NES	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1
HALLMARK_COMPLEMENT	0.6055220398839074	0.5609413321015767	0.5641539883085215	0.5296269796949696
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.20433230624435783	0.223590538050848	0.22400785074556287	0.21636072766486444
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.28840872903785275	0.31405178835546943	0.3047602671774221	0.26475815377126205
HALLMARK_GLYCOLYSIS	0.8004246179194963	0.8033250086296981	0.8472685456768595	0.7916515669388995
HALLMARK_HYPOXIA	0.4642656177821107	0.47547967604692826	0.5041180159628361	0.42467879425976507
HALLMARK_IL2_STAT5_SIGNALING	-0.05493872597349697	-0.03732974419372661	-0.02843373596121197	-0.07742120554916217
HALLMARK_KRAS_SIGNALING_DN	-0.10560460066361972	-0.03178621934343311	-0.06224589783237689	-0.15273145432314036
HALLMARK_KRAS_SIGNALING_UP	0.23468754181187326	0.26290005561914725	0.2830168466798982	0.26113758386976776
HALLMARK_P53_PATHWAY	0.5619785614229144	0.5813009220480135	0.576925506773517	0.5297028183138823
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.08256841345733523	0.07554965548533318	0.09054027116361146	0.042417746517125966
# normalize enrichment scores by using the entire data set
# as indicated by Barbie et al., 2009, online methods, pg. 2
Term|NES	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1
HALLMARK_COMPLEMENT	0.6055220398839074	0.5609413321015767	0.5641539883085215	0.5296269796949696
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.20433230624435783	0.223590538050848	0.22400785074556287	0.21636072766486444
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.28840872903785275	0.31405178835546943	0.3047602671774221	0.26475815377126205
HALLMARK_GLYCOLYSIS	0.8004246179194963	0.8033250086296981	0.8472685456768595	0.7916515669388995
HALLMARK_HYPOXIA	0.4642656177821107	0.47547967604692826	0.5041180159628361	0.42467879425976507
HALLMARK_IL2_STAT5_SIGNALING	-0.05493872597349697	-0.03732974419372661	-0.02843373596121197	-0.07742120554916217
HALLMARK_KRAS_SIGNALING_DN	-0.10560460066361972	-0.03178621934343311	-0.06224589783237689	-0.15273145432314036
HALLMARK_KRAS_SIGNALING_UP	0.23468754181187326	0.26290005561914725	0.2830168466798982	0.26113758386976776
HALLMARK_P53_PATHWAY	0.5619785614229144	0.5813009220480135	0.576925506773517	0.5297028183138823
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.08256841345733523	0.07554965548533318	0.09054027116361146	0.042417746517125966
